Pallet#,Lab,Lab Srt,Label Name,Cntr,Cntr Srt,Container Desc,Pack,Pack Srt,Pack Desc,Var,Variety Desc,Ran,Ran Srt,Ranch Name,Blk,Pick Date,YTD Pick,Batch,Swampers,Crew,Cld Stg,QUALITY CODE,Var Srt,Crw Srt,REC ADDED,REGION,BATCH SEQ
182585,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,316,LG19,LGUSSET-19,157,SCARLET ROYAL,54,,FDIC,15,2024-08-14,.0,27375,113242000,537,9,2Z,SCR,GJ,2024-08-14-13.30.33.033000,S,1
182586,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,316,LG19,LGUSSET-19,157,SCARLET ROYAL,54,,FDIC,15,2024-08-14,.0,27375,113242000,537,9,2Z,SCR,GJ,2024-08-14-13.30.33.034000,S,2
182587,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,316,LG19,LGUSSET-19,157,SCARLET ROYAL,54,,FDIC,15,2024-08-14,.0,27375,113242000,537,9,2Z,SCR,GJ,2024-08-14-13.30.33.034000,S,3
182588,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,316,LG19,LGUSSET-19,157,SCARLET ROYAL,54,,FDIC,15,2024-08-14,.0,27375,113242000,537,9,2Z,SCR,GJ,2024-08-14-13.30.33.034000,S,4
182589,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,316,LG19,LGUSSET-19,157,SCARLET ROYAL,54,,FDIC,15,2024-08-14,.0,27375,113242000,537,9,2Z,SCR,GJ,2024-08-14-13.30.33.034000,S,5
182590,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23376,244000000,491,9, Z,SPK,NS,2024-08-14-13.30.33.034000,S,1
182591,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23376,244000000,491,9, Z,SPK,NS,2024-08-14-13.30.33.034000,S,2
182592,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23376,244000000,491,9, Z,SPK,NS,2024-08-14-13.30.33.034000,S,3
182593,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23376,244000000,491,9, Z,SPK,NS,2024-08-14-13.30.33.034000,S,4
182594,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23401,244000000,874,9,2Z,SPK,NZ,2024-08-14-13.30.33.034000,S,1
182595,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23401,244000000,874,9,2Z,SPK,NZ,2024-08-14-13.30.33.034000,S,2
182596,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23401,244000000,874,9,2Z,SPK,NZ,2024-08-14-13.30.33.034000,S,3
182597,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23401,244000000,874,9,2Z,SPK,NZ,2024-08-14-13.30.33.034000,S,4
182598,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23401,244000000,874,9,2X,SPK,NZ,2024-08-14-13.30.33.034000,S,5
182611,156,NL-S,NL S02 PAD,41,ST24,STYRO24,316,LG19,LGUSSET-19,264,TIMPSON (tm),24,,TEJON RANCH,2,2024-08-14,.0,48666,58069000,830,8,2Z,TMP,TJ,2024-08-14-13.30.33.034000,S,1
182612,156,NL-S,NL S02 PAD,41,ST24,STYRO24,316,LG19,LGUSSET-19,264,TIMPSON (tm),24,,TEJON RANCH,2,2024-08-14,.0,48666,58069000,830,8,2Z,TMP,TJ,2024-08-14-13.30.33.034000,S,2
182613,156,NL-S,NL S02 PAD,41,ST24,STYRO24,316,LG19,LGUSSET-19,264,TIMPSON (tm),24,,TEJON RANCH,2,2024-08-14,.0,48666,58069000,830,8,2Z,TMP,TJ,2024-08-14-13.30.33.035000,S,3
182614,156,NL-S,NL S02 PAD,41,ST24,STYRO24,316,LG19,LGUSSET-19,264,TIMPSON (tm),24,,TEJON RANCH,2,2024-08-14,.0,48666,58069000,830,8,2Z,TMP,TJ,2024-08-14-13.30.33.035000,S,4
182615,706,NLMS,NL MEX PK S02,41,ST24,STYRO24,425,LC19,LINER CS BAG,264,TIMPSON (tm),24,,TEJON RANCH,2,2024-08-14,.0,48666,58069000,830,8,2X,TMP,TJ,2024-08-14-13.30.33.035000,S,5
182616,706,NLMS,NL MEX PK S02,41,ST24,STYRO24,425,LC19,LINER CS BAG,264,TIMPSON (tm),24,,TEJON RANCH,2,2024-08-14,.0,48666,58069000,830,8,2X,TMP,TJ,2024-08-14-13.30.33.035000,S,6
182617,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41909,90227000,780,9,2Z,SCR,GS,2024-08-14-13.30.33.035000,S,1
182618,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41909,90227000,780,9,2Z,SCR,GS,2024-08-14-13.30.33.035000,S,2
182619,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41909,90227000,780,9,2Z,SCR,GS,2024-08-14-13.30.33.035000,S,3
182620,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41909,90227000,780,9,2Z,SCR,GS,2024-08-14-13.30.33.035000,S,4
182621,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41909,90227000,780,9,2Z,SCR,GS,2024-08-14-13.30.33.035000,S,5
182622,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41909,90227000,780,9,2Z,SCR,GS,2024-08-14-13.30.33.035000,S,6
182623,181,WMOC,WM ORG CHEP *,96,CCOR,ORG CLAM RCL,112,8X2,CLAMSHELL-8X2,277,SPARKLE/SV28-10,37,H,LEVERENZ RANC,5,2024-08-14,80.0,44424,12000000,440,0,2Z,SPK,HP,2024-08-14-13.30.33.036000,H,1
182624,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23231,231251000,380,9,2Z, SB,AQ,2024-08-14-13.30.33.036000,S,1
182625,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23231,231251000,380,9,2Z, SB,AQ,2024-08-14-13.30.33.036000,S,2
182626,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23231,231251000,380,9,2Z, SB,AQ,2024-08-14-13.30.33.036000,S,3
182627,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23231,231251000,380,9,2Z, SB,AQ,2024-08-14-13.30.33.036000,S,4
182628,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23231,231251000,380,9,2Z, SB,AQ,2024-08-14-13.30.33.036000,S,5
182629,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23231,231251000,380,9,2Z, SB,AQ,2024-08-14-13.30.33.036000,S,6
182624,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23231,231251000,380,9,2Z, SB,AQ,2024-08-14-13.40.33.035000,S,1
182625,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23231,231251000,380,9,2Z, SB,AQ,2024-08-14-13.40.33.035000,S,2
182626,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23231,231251000,380,9,2Z, SB,AQ,2024-08-14-13.40.33.035000,S,3
182627,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23231,231251000,380,9,2Z, SB,AQ,2024-08-14-13.40.33.035000,S,4
182628,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23231,231251000,380,9,2Z, SB,AQ,2024-08-14-13.40.33.035000,S,5
182629,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23231,231251000,380,9,2Z, SB,AQ,2024-08-14-13.40.33.035000,S,6
182630,716,NLAU,AUST CO2/SO2,92,TOTE,FIELD TOTE,194,D20,DRUM-20,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,21826,43254000,909,8,2Z,TMP,CP,2024-08-14-13.40.33.035000,S,1
182631,144,SV-S,SV SO2 PAD,84,WPSO,WPSO SV,307,LF20,LINER FPGB-20,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,21826,43254000,909,8,2Z,TMP,CP,2024-08-14-13.40.33.036000,S,2
182632,144,SV-S,SV SO2 PAD,84,WPSO,WPSO SV,307,LF20,LINER FPGB-20,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,21826,43254000,909,8,2Z,TMP,CP,2024-08-14-13.40.33.036000,S,3
182633,144,SV-S,SV SO2 PAD,84,WPSO,WPSO SV,307,LF20,LINER FPGB-20,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,21826,43254000,909,8,2Z,TMP,CP,2024-08-14-13.40.33.036000,S,4
182634,706,NLMS,NL MEX PK S02,41,ST24,STYRO24,425,LC19,LINER CS BAG,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,21826,43254000,909,8,2X,TMP,CP,2024-08-14-13.40.33.036000,S,5
182635,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,38770,61207000,374,9,2Z,SCR,HH,2024-08-14-13.40.33.036000,S,1
182636,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,38770,61207000,374,9,2Z,SCR,HH,2024-08-14-13.40.33.036000,S,2
182637,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,38770,61207000,374,9,2Z,SCR,HH,2024-08-14-13.40.33.036000,S,3
182638,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,38770,61207000,374,9,2Z,SCR,HH,2024-08-14-13.40.33.036000,S,4
182639,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,38770,61207000,374,9,2Z,SCR,HH,2024-08-14-13.40.33.036000,S,5
182640,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,38770,61207000,374,9,2Z,SCR,HH,2024-08-14-13.40.33.036000,S,6
182641,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,11223,79230000,530,9, Z, SB,RB,2024-08-14-13.40.33.036000,S,1
182642,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,11223,79230000,530,9, Z, SB,RB,2024-08-14-13.40.33.036000,S,2
182643,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,11223,79230000,530,9, Z, SB,RB,2024-08-14-13.40.33.036000,S,3
182644,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,11223,79230000,530,9, Z, SB,RB,2024-08-14-13.40.33.036000,S,4
182645,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,11223,79230000,530,9, Z, SB,RB,2024-08-14-13.40.33.037000,S,5
182646,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,11223,79230000,530,9, Z, SB,RB,2024-08-14-13.40.33.037000,S,6
182647,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,27433,214252000,190,7, Z,SPK,VZ,2024-08-14-13.40.33.037000,S,1
182648,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,27433,214252000,190,7, Z,SPK,VZ,2024-08-14-13.40.33.037000,S,2
182649,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,27433,214252000,190,7, Z,SPK,VZ,2024-08-14-13.40.33.037000,S,3
182650,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,27433,214252000,190,7, Z,SPK,VZ,2024-08-14-13.40.33.037000,S,4
182651,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,27433,214252000,190,7, Z,SPK,VZ,2024-08-14-13.40.33.038000,S,5
182652,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,38198,28236000,350,9, Z, SB,RX,2024-08-14-13.40.33.038000,S,1
182653,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,38198,28236000,350,9, Z, SB,RX,2024-08-14-13.40.33.038000,S,2
182654,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,38198,28236000,350,9, Z, SB,RX,2024-08-14-13.40.33.038000,S,3
182655,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,38198,28236000,350,9, Z, SB,RX,2024-08-14-13.40.33.038000,S,4
182656,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,38198,28236000,350,9, Z, SB,RX,2024-08-14-13.40.33.038000,S,5
182657,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,38198,28236000,350,9, Z, SB,RX,2024-08-14-13.40.33.038000,S,6
182658,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,24,,TEJON RANCH,12,2024-08-14,.0,41929,23180000,520,8,2Z, SB,WG,2024-08-14-13.40.33.038000,S,1
182659,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,24,,TEJON RANCH,12,2024-08-14,.0,41929,23180000,520,8,2Z, SB,WG,2024-08-14-13.40.33.038000,S,2
182660,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,24,,TEJON RANCH,12,2024-08-14,.0,41929,23180000,520,8,2Z, SB,WG,2024-08-14-13.40.33.038000,S,3
182661,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,24,,TEJON RANCH,12,2024-08-14,.0,41929,23180000,520,8,2Z, SB,WG,2024-08-14-13.40.33.038000,S,4
182662,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,24,,TEJON RANCH,12,2024-08-14,.0,41929,23180000,520,8,2Z, SB,WG,2024-08-14-13.40.33.038000,S,5
182663,38,SVC,SUNVIEW,36,CB24,C/B 16X24,310,ST19,S BELLA 19,241,STELLA BELLA/SV,24,,TEJON RANCH,12,2024-08-14,.0,41929,23180000,520,8,2X, SB,WG,2024-08-14-13.40.33.038000,S,6
182664,716,NLAU,AUST CO2/SO2,92,TOTE,FIELD TOTE,194,D20,DRUM-20,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,48820,73250000,911,8,2Z,TMP,CY,2024-08-14-13.40.33.038000,S,1
182665,716,NLAU,AUST CO2/SO2,92,TOTE,FIELD TOTE,194,D20,DRUM-20,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,48820,73250000,911,8,2Z,TMP,CY,2024-08-14-13.40.33.038000,S,2
182666,716,NLAU,AUST CO2/SO2,92,TOTE,FIELD TOTE,194,D20,DRUM-20,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,48820,73250000,911,8,2Z,TMP,CY,2024-08-14-13.40.33.039000,S,3
182667,716,NLAU,AUST CO2/SO2,92,TOTE,FIELD TOTE,194,D20,DRUM-20,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,48820,73250000,911,8,2Z,TMP,CY,2024-08-14-13.40.33.039000,S,4
182668,706,NLMS,NL MEX PK S02,41,ST24,STYRO24,425,LC19,LINER CS BAG,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,48820,73250000,911,8,2X,TMP,CY,2024-08-14-13.40.33.039000,S,5
182669,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,3650,99233000,270,7,2Z,SPK,K,2024-08-14-13.40.33.039000,S,1
182670,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,3650,99233000,270,7,2Z,SPK,K,2024-08-14-13.40.33.039000,S,2
182671,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,3650,99233000,270,7,2Z,SPK,K,2024-08-14-13.40.33.039000,S,3
182672,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,3650,99233000,270,7,2Z,SPK,K,2024-08-14-13.40.33.039000,S,4
182673,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,3650,99233000,270,7,2Z,SPK,K,2024-08-14-13.40.33.039000,S,5
182674,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,3650,99233000,270,7,2X,SPK,K,2024-08-14-13.40.33.039000,S,6
182675,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,19335,133247000,370,7,2Z,SPK,A,2024-08-14-13.40.33.039000,S,1
182676,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,19335,133247000,370,7,2Z,SPK,A,2024-08-14-13.40.33.039000,S,2
182677,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,19335,133247000,370,7,2Z,SPK,A,2024-08-14-13.40.33.039000,S,3
182678,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,19335,133247000,370,7,2Z,SPK,A,2024-08-14-13.40.33.039000,S,4
182679,13,SVO,SV-ORGANIC*,50,BIN,BIN-BULK ONLY,156,BFUL,BULK FULL,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,1.0,44520,12000,440,0, Y, SB,HP,2024-08-14-13.40.33.039000,R,1
182680,13,SVO,SV-ORGANIC*,50,BIN,BIN-BULK ONLY,156,BFUL,BULK FULL,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,1.0,44520,12000,440,0, Y, SB,HP,2024-08-14-13.40.33.040000,R,2
182686,181,WMOC,WM ORG CHEP *,96,CCOR,ORG CLAM RCL,112,8X2,CLAMSHELL-8X2,277,SPARKLE/SV28-10,37,H,LEVERENZ RANC,5,2024-08-12,5.0,44522,12000000,440,0,2Z,SPK,HP,2024-08-14-13.50.33.034000,H,1
182681,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,23290,87000000,508,0,2Z, SB,NL,2024-08-14-13.50.33.034000,R,1
182682,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,23290,87000000,508,0,2Z, SB,NL,2024-08-14-13.50.33.034000,R,2
182683,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,23289,87000000,508,0,2Z, SB,NL,2024-08-14-13.50.33.034000,R,1
182684,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,23289,87000000,508,0,2Z, SB,NL,2024-08-14-13.50.33.034000,R,2
182685,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,23289,87000000,508,0,2Z, SB,NL,2024-08-14-13.50.33.034000,R,3
182687,181,WMOC,WM ORG CHEP *,96,CCOR,ORG CLAM RCL,112,8X2,CLAMSHELL-8X2,277,SPARKLE/SV28-10,37,H,LEVERENZ RANC,5,2024-08-14,5.0,44521,12000000,440,0,2Z,SPK,HP,2024-08-14-13.50.33.034000,H,1
182688,144,SV-S,SV SO2 PAD,84,WPSO,WPSO SV,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,23328,173219000,390,9,2Z, SB,VS,2024-08-14-13.50.33.034000,S,1
182689,144,SV-S,SV SO2 PAD,84,WPSO,WPSO SV,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,23328,173219000,390,9,2Z, SB,VS,2024-08-14-13.50.33.034000,S,2
182690,144,SV-S,SV SO2 PAD,84,WPSO,WPSO SV,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,23328,173219000,390,9,2Z, SB,VS,2024-08-14-13.50.33.034000,S,3
182691,144,SV-S,SV SO2 PAD,84,WPSO,WPSO SV,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,23328,173219000,390,9,2Z, SB,VS,2024-08-14-13.50.33.035000,S,4
182692,144,SV-S,SV SO2 PAD,84,WPSO,WPSO SV,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,23328,173219000,390,9,2Z, SB,VS,2024-08-14-13.50.33.035000,S,5
182693,144,SV-S,SV SO2 PAD,84,WPSO,WPSO SV,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,23328,173219000,390,9,2Z, SB,VS,2024-08-14-13.50.33.035000,S,6
182694,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,23,,ULLO PLACE,9,2024-08-14,.0,41688,37078183,610,7,2Z,SPK,CC,2024-08-14-13.50.33.035000,S,1
182695,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,23,,ULLO PLACE,9,2024-08-14,.0,41688,37078183,610,7,2Z,SPK,CC,2024-08-14-13.50.33.035000,S,2
182696,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,23,,ULLO PLACE,9,2024-08-14,.0,41688,37078183,610,7,2Z,SPK,CC,2024-08-14-13.50.33.035000,S,3
182697,144,SV-S,SV SO2 PAD,51,WPLS,PLASTIC BOX,316,LG19,LGUSSET-19,157,SCARLET ROYAL,54,,FDIC,15,2024-08-14,35.0,50481,12000000,440,0,2Z,SCR,HP,2024-08-14-13.50.33.035000,S,1
182698,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,47192,87000000,483,0, Z, SB,FG,2024-08-14-13.50.33.035000,R,1
182699,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,47192,87000000,483,0, Z, SB,FG,2024-08-14-13.50.33.035000,R,2
